date,window,kind,asset_a,asset_b,corr
1970-07-14,63,sector,Energy,Financials,
1970-07-14,63,sector,Energy,Health Care,0.6302041127762965
1970-07-14,63,sector,Energy,Industrials,0.611824396388164
1970-07-14,63,sector,Energy,Information Technology,0.5629804710881766
1970-07-14,63,sector,Energy,Materials,
1970-07-14,63,sector,Energy,Utilities,0.4944292376788332
1970-07-14,63,sector,Financials,Health Care,
1970-07-14,63,sector,Financials,Industrials,
1970-07-14,63,sector,Financials,Information Technology,
1970-07-14,63,sector,Financials,Materials,
1970-07-14,63,sector,Financials,Utilities,
1970-07-14,63,sector,Health Care,Industrials,0.6636848228238088
1970-07-14,63,sector,Health Care,Information Technology,0.5994933342199448
1970-07-14,63,sector,Health Care,Materials,
1970-07-14,63,sector,Health Care,Utilities,0.4098626461151701
1970-07-14,63,sector,Industrials,Information Technology,0.7081159651522798
1970-07-14,63,sector,Industrials,Materials,
1970-07-14,63,sector,Industrials,Utilities,0.45832439806933506
1970-07-14,63,sector,Information Technology,Materials,
1970-07-14,63,sector,Information Technology,Utilities,0.400461061049611
1970-07-14,63,sector,Materials,Utilities,
1970-08-12,63,sector,Consumer Discretionary,Consumer Staples,0.5437768851548321
1970-08-12,63,sector,Consumer Discretionary,Energy,0.5282414967569504
1970-08-12,63,sector,Consumer Discretionary,Financials,
1970-08-12,63,sector,Consumer Discretionary,Health Care,0.5270032851026257
1970-08-12,63,sector,Consumer Discretionary,Industrials,0.5815846346375975
1970-08-12,63,sector,Consumer Discretionary,Information Technology,0.6275055694255001
1970-08-12,63,sector,Consumer Discretionary,Materials,
1970-08-12,63,sector,Consumer Discretionary,Utilities,0.2284186918614651
1970-08-12,63,sector,Consumer Staples,Energy,0.6066974111652531
1970-08-12,63,sector,Consumer Staples,Financials,
1970-08-12,63,sector,Consumer Staples,Health Care,0.6337820788230785
1970-08-12,63,sector,Consumer Staples,Industrials,0.676164136353504
1970-08-12,63,sector,Consumer Staples,Information Technology,0.6471807388641614
1970-08-12,63,sector,Consumer Staples,Materials,
1970-08-12,63,sector,Consumer Staples,Utilities,0.4160417894991244
1970-08-12,63,sector,Energy,Financials,
1970-08-12,63,sector,Energy,Health Care,0.5289044991029366
1970-08-12,63,sector,Energy,Industrials,0.6230484726851364
1970-08-12,63,sector,Energy,Information Technology,0.5653782305554207
1970-08-12,63,sector,Energy,Materials,
1970-08-12,63,sector,Energy,Utilities,0.4152282135740842
1970-08-12,63,sector,Financials,Health Care,
1970-08-12,63,sector,Financials,Industrials,
1970-08-12,63,sector,Financials,Information Technology,
1970-08-12,63,sector,Financials,Materials,
1970-08-12,63,sector,Financials,Utilities,
1970-08-12,63,sector,Health Care,Industrials,0.606688490400101
1970-08-12,63,sector,Health Care,Information Technology,0.5532799342789401
1970-08-12,63,sector,Health Care,Materials,
1970-08-12,63,sector,Health Care,Utilities,0.37219194682458745
1970-08-12,63,sector,Industrials,Information Technology,0.6547469021795255
1970-08-12,63,sector,Industrials,Materials,
1970-08-12,63,sector,Industrials,Utilities,0.4893995144347342
1970-08-12,63,sector,Information Technology,Materials,
1970-08-12,63,sector,Information Technology,Utilities,0.4080452963353338
1970-08-12,63,sector,Materials,Utilities,
1970-09-11,63,sector,Consumer Discretionary,Consumer Staples,0.4836283544257869
1970-09-11,63,sector,Consumer Discretionary,Energy,0.41606629607926643
1970-09-11,63,sector,Consumer Discretionary,Financials,
1970-09-11,63,sector,Consumer Discretionary,Health Care,0.4078347362616586
1970-09-11,63,sector,Consumer Discretionary,Industrials,0.43330894438448037
1970-09-11,63,sector,Consumer Discretionary,Information Technology,0.4370052983236229
1970-09-11,63,sector,Consumer Discretionary,Materials,
1970-09-11,63,sector,Consumer Discretionary,Utilities,0.11715666864736451
1970-09-11,63,sector,Consumer Staples,Energy,0.4438973458225465
1970-09-11,63,sector,Consumer Staples,Financials,
1970-09-11,63,sector,Consumer Staples,Health Care,0.5324769768426945
1970-09-11,63,sector,Consumer Staples,Industrials,0.4222274989791028
1970-09-11,63,sector,Consumer Staples,Information Technology,0.57191558126506
1970-09-11,63,sector,Consumer Staples,Materials,
1970-09-11,63,sector,Consumer Staples,Utilities,0.2806186935187422
1970-09-11,63,sector,Energy,Financials,
1970-09-11,63,sector,Energy,Health Care,0.3350453208050262
1970-09-11,63,sector,Energy,Industrials,0.514930270797567
1970-09-11,63,sector,Energy,Information Technology,0.45501392365660953
1970-09-11,63,sector,Energy,Materials,
1970-09-11,63,sector,Energy,Utilities,0.23261146828614518
1970-09-11,63,sector,Financials,Health Care,
1970-09-11,63,sector,Financials,Industrials,
1970-09-11,63,sector,Financials,Information Technology,
1970-09-11,63,sector,Financials,Materials,
1970-09-11,63,sector,Financials,Utilities,
1970-09-11,63,sector,Health Care,Industrials,0.4092642460838554
1970-09-11,63,sector,Health Care,Information Technology,0.5638255989991794
1970-09-11,63,sector,Health Care,Materials,
1970-09-11,63,sector,Health Care,Utilities,0.2669166889284026
1970-09-11,63,sector,Industrials,Information Technology,0.6203789386861185
1970-09-11,63,sector,Industrials,Materials,
1970-09-11,63,sector,Industrials,Utilities,0.47222503441404506
1970-09-11,63,sector,Information Technology,Materials,
1970-09-11,63,sector,Information Technology,Utilities,0.3842350320424603
1970-09-11,63,sector,Materials,Utilities,
1970-10-12,63,sector,Consumer Discretionary,Consumer Staples,0.4811405595591733
1970-10-12,63,sector,Consumer Discretionary,Energy,0.39709988399768914
1970-10-12,63,sector,Consumer Discretionary,Financials,
1970-10-12,63,sector,Consumer Discretionary,Health Care,0.41736775211391675
1970-10-12,63,sector,Consumer Discretionary,Industrials,0.47415697098975934
1970-10-12,63,sector,Consumer Discretionary,Information Technology,0.42683456481510235
1970-10-12,63,sector,Consumer Discretionary,Materials,
1970-10-12,63,sector,Consumer Discretionary,Utilities,0.014860629485028438
1970-10-12,63,sector,Consumer Staples,Energy,0.4423071651702105
1970-10-12,63,sector,Consumer Staples,Financials,
1970-10-12,63,sector,Consumer Staples,Health Care,0.4125152270149306
1970-10-12,63,sector,Consumer Staples,Industrials,0.3547080321701666
1970-10-12,63,sector,Consumer Staples,Information Technology,0.5124246931795677
1970-10-12,63,sector,Consumer Staples,Materials,
1970-10-12,63,sector,Consumer Staples,Utilities,-0.00921676798940573
1970-10-12,63,sector,Energy,Financials,
1970-10-12,63,sector,Energy,Health Care,0.29585935378567463
1970-10-12,63,sector,Energy,Industrials,0.45836680201820623
1970-10-12,63,sector,Energy,Information Technology,0.38925732737451507
1970-10-12,63,sector,Energy,Materials,
1970-10-12,63,sector,Energy,Utilities,0.18326686846878343
1970-10-12,63,sector,Financials,Health Care,
1970-10-12,63,sector,Financials,Industrials,
1970-10-12,63,sector,Financials,Information Technology,
1970-10-12,63,sector,Financials,Materials,
1970-10-12,63,sector,Financials,Utilities,
1970-10-12,63,sector,Health Care,Industrials,0.44023611410832403
1970-10-12,63,sector,Health Care,Information Technology,0.47488898917295336
1970-10-12,63,sector,Health Care,Materials,
1970-10-12,63,sector,Health Care,Utilities,0.2618238187647278
1970-10-12,63,sector,Industrials,Information Technology,0.5330351231788304
1970-10-12,63,sector,Industrials,Materials,
1970-10-12,63,sector,Industrials,Utilities,0.27514459443187644
1970-10-12,63,sector,Information Technology,Materials,
1970-10-12,63,sector,Information Technology,Utilities,0.24503837436455325
1970-10-12,63,sector,Materials,Utilities,
1970-11-10,63,sector,Consumer Discretionary,Consumer Staples,0.4406565168501419
1970-11-10,63,sector,Consumer Discretionary,Energy,0.2734207734379904
1970-11-10,63,sector,Consumer Discretionary,Financials,
1970-11-10,63,sector,Consumer Discretionary,Health Care,0.48529393089955125
1970-11-10,63,sector,Consumer Discretionary,Industrials,0.4146429483466453
1970-11-10,63,sector,Consumer Discretionary,Information Technology,0.4211037334314655
1970-11-10,63,sector,Consumer Discretionary,Materials,
1970-11-10,63,sector,Consumer Discretionary,Utilities,-0.030724772759519133
1970-11-10,63,sector,Consumer Staples,Energy,0.3792561653289798
1970-11-10,63,sector,Consumer Staples,Financials,
1970-11-10,63,sector,Consumer Staples,Health Care,0.35240891245963546
1970-11-10,63,sector,Consumer Staples,Industrials,0.3508509382182395
1970-11-10,63,sector,Consumer Staples,Information Technology,0.4573688036974397
1970-11-10,63,sector,Consumer Staples,Materials,
1970-11-10,63,sector,Consumer Staples,Utilities,0.0909337774287956
1970-11-10,63,sector,Energy,Financials,
1970-11-10,63,sector,Energy,Health Care,0.2904909333400492
1970-11-10,63,sector,Energy,Industrials,0.41867123988581767
1970-11-10,63,sector,Energy,Information Technology,0.3364916862359719
1970-11-10,63,sector,Energy,Materials,
1970-11-10,63,sector,Energy,Utilities,0.1949027880880615
1970-11-10,63,sector,Financials,Health Care,
1970-11-10,63,sector,Financials,Industrials,
1970-11-10,63,sector,Financials,Information Technology,
1970-11-10,63,sector,Financials,Materials,
1970-11-10,63,sector,Financials,Utilities,
1970-11-10,63,sector,Health Care,Industrials,0.3680288084924772
1970-11-10,63,sector,Health Care,Information Technology,0.41345134954146723
1970-11-10,63,sector,Health Care,Materials,
1970-11-10,63,sector,Health Care,Utilities,0.03929864502094427
1970-11-10,63,sector,Industrials,Information Technology,0.49558549443891786
1970-11-10,63,sector,Industrials,Materials,
1970-11-10,63,sector,Industrials,Utilities,0.22131575074711154
1970-11-10,63,sector,Information Technology,Materials,
1970-11-10,63,sector,Information Technology,Utilities,0.20852405344078997
1970-11-10,63,sector,Materials,Utilities,
1970-12-10,63,sector,Consumer Discretionary,Consumer Staples,0.3840125556906336
1970-12-10,63,sector,Consumer Discretionary,Energy,0.2558700291735769
1970-12-10,63,sector,Consumer Discretionary,Financials,
1970-12-10,63,sector,Consumer Discretionary,Health Care,0.40019542648681006
1970-12-10,63,sector,Consumer Discretionary,Industrials,0.1893179800298178
1970-12-10,63,sector,Consumer Discretionary,Information Technology,0.3436755428316505
1970-12-10,63,sector,Consumer Discretionary,Materials,
1970-12-10,63,sector,Consumer Discretionary,Utilities,0.0055185752783978
1970-12-10,63,sector,Consumer Staples,Energy,0.40797082984968663
1970-12-10,63,sector,Consumer Staples,Financials,
1970-12-10,63,sector,Consumer Staples,Health Care,0.30528481229484716
1970-12-10,63,sector,Consumer Staples,Industrials,0.4708067492563514
1970-12-10,63,sector,Consumer Staples,Information Technology,0.4535483838109219
1970-12-10,63,sector,Consumer Staples,Materials,
1970-12-10,63,sector,Consumer Staples,Utilities,0.08902908848742638
1970-12-10,63,sector,Energy,Financials,
1970-12-10,63,sector,Energy,Health Care,0.3083230413110816
1970-12-10,63,sector,Energy,Industrials,0.4493778586808644
1970-12-10,63,sector,Energy,Information Technology,0.2688655792780126
1970-12-10,63,sector,Energy,Materials,
1970-12-10,63,sector,Energy,Utilities,0.21654673005672795
1970-12-10,63,sector,Financials,Health Care,
1970-12-10,63,sector,Financials,Industrials,
1970-12-10,63,sector,Financials,Information Technology,
1970-12-10,63,sector,Financials,Materials,
1970-12-10,63,sector,Financials,Utilities,
1970-12-10,63,sector,Health Care,Industrials,0.3280702298066619
1970-12-10,63,sector,Health Care,Information Technology,0.29701259433796917
1970-12-10,63,sector,Health Care,Materials,
1970-12-10,63,sector,Health Care,Utilities,0.03673873756635953
1970-12-10,63,sector,Industrials,Information Technology,0.2689466135117746
1970-12-10,63,sector,Industrials,Materials,
1970-12-10,63,sector,Industrials,Utilities,0.12430899114444187
1970-12-10,63,sector,Information Technology,Materials,
1970-12-10,63,sector,Information Technology,Utilities,0.16877193212748626
1970-12-10,63,sector,Materials,Utilities,
1971-01-12,63,sector,Consumer Discretionary,Consumer Staples,0.4236414661752364
1971-01-12,63,sector,Consumer Discretionary,Energy,0.28456825752598347
1971-01-12,63,sector,Consumer Discretionary,Financials,
1971-01-12,63,sector,Consumer Discretionary,Health Care,0.43963705161050604
1971-01-12,63,sector,Consumer Discretionary,Industrials,0.19960972206919939
1971-01-12,63,sector,Consumer Discretionary,Information Technology,0.2915291577050941
1971-01-12,63,sector,Consumer Discretionary,Materials,
1971-01-12,63,sector,Consumer Discretionary,Utilities,0.07038328272528781
1971-01-12,63,sector,Consumer Staples,Energy,0.3020246076927005
1971-01-12,63,sector,Consumer Staples,Financials,
1971-01-12,63,sector,Consumer Staples,Health Care,0.20146655099239233
1971-01-12,63,sector,Consumer Staples,Industrials,0.2405240017134712
1971-01-12,63,sector,Consumer Staples,Information Technology,0.2800377297125588
1971-01-12,63,sector,Consumer Staples,Materials,
1971-01-12,63,sector,Consumer Staples,Utilities,0.09353289377883416
1971-01-12,63,sector,Energy,Financials,
1971-01-12,63,sector,Energy,Health Care,0.1625228374428278
1971-01-12,63,sector,Energy,Industrials,0.2263592430735199
1971-01-12,63,sector,Energy,Information Technology,0.27128131015233103
1971-01-12,63,sector,Energy,Materials,
1971-01-12,63,sector,Energy,Utilities,0.23221561293395834
1971-01-12,63,sector,Financials,Health Care,
1971-01-12,63,sector,Financials,Industrials,
1971-01-12,63,sector,Financials,Information Technology,
1971-01-12,63,sector,Financials,Materials,
1971-01-12,63,sector,Financials,Utilities,
1971-01-12,63,sector,Health Care,Industrials,0.06329976551024678
1971-01-12,63,sector,Health Care,Information Technology,0.2659858352029754
1971-01-12,63,sector,Health Care,Materials,
1971-01-12,63,sector,Health Care,Utilities,0.058152645750263784
1971-01-12,63,sector,Industrials,Information Technology,0.2307547610781788
1971-01-12,63,sector,Industrials,Materials,
1971-01-12,63,sector,Industrials,Utilities,0.3999876633598345
1971-01-12,63,sector,Information Technology,Materials,
1971-01-12,63,sector,Information Technology,Utilities,0.255294418545586
1971-01-12,63,sector,Materials,Utilities,
1971-02-10,63,sector,Consumer Discretionary,Consumer Staples,0.31105684418988927
1971-02-10,63,sector,Consumer Discretionary,Energy,0.3618699302004482
1971-02-10,63,sector,Consumer Discretionary,Financials,
1971-02-10,63,sector,Consumer Discretionary,Health Care,0.24648286489615776
1971-02-10,63,sector,Consumer Discretionary,Industrials,0.19195440908240266
1971-02-10,63,sector,Consumer Discretionary,Information Technology,0.2796339686873358
1971-02-10,63,sector,Consumer Discretionary,Materials,
1971-02-10,63,sector,Consumer Discretionary,Utilities,0.19833160206635458
1971-02-10,63,sector,Consumer Staples,Energy,0.23060345499815402
1971-02-10,63,sector,Consumer Staples,Financials,
1971-02-10,63,sector,Consumer Staples,Health Care,0.34265993242863546
1971-02-10,63,sector,Consumer Staples,Industrials,0.26581982973561985
1971-02-10,63,sector,Consumer Staples,Information Technology,0.318057364188644
1971-02-10,63,sector,Consumer Staples,Materials,
1971-02-10,63,sector,Consumer Staples,Utilities,0.08696521679570071
1971-02-10,63,sector,Energy,Financials,
1971-02-10,63,sector,Energy,Health Care,0.03284615386936183
1971-02-10,63,sector,Energy,Industrials,0.14125104026073107
1971-02-10,63,sector,Energy,Information Technology,0.07171827990975634
1971-02-10,63,sector,Energy,Materials,
1971-02-10,63,sector,Energy,Utilities,0.1945619275638661
1971-02-10,63,sector,Financials,Health Care,
1971-02-10,63,sector,Financials,Industrials,
1971-02-10,63,sector,Financials,Information Technology,
1971-02-10,63,sector,Financials,Materials,
1971-02-10,63,sector,Financials,Utilities,
1971-02-10,63,sector,Health Care,Industrials,0.10299554356958582
1971-02-10,63,sector,Health Care,Information Technology,0.20439762923304533
1971-02-10,63,sector,Health Care,Materials,
1971-02-10,63,sector,Health Care,Utilities,0.02608208343931113
1971-02-10,63,sector,Industrials,Information Technology,0.11067306278833257
1971-02-10,63,sector,Industrials,Materials,
1971-02-10,63,sector,Industrials,Utilities,0.2931481139490631
1971-02-10,63,sector,Information Technology,Materials,
1971-02-10,63,sector,Information Technology,Utilities,0.17007702128131608
1971-02-10,63,sector,Materials,Utilities,
1971-03-12,63,sector,Consumer Discretionary,Consumer Staples,0.38390844494541365
1971-03-12,63,sector,Consumer Discretionary,Energy,0.27789545183969966
1971-03-12,63,sector,Consumer Discretionary,Financials,
1971-03-12,63,sector,Consumer Discretionary,Health Care,0.24719098533798828
1971-03-12,63,sector,Consumer Discretionary,Industrials,0.11305276337623747
1971-03-12,63,sector,Consumer Discretionary,Information Technology,0.2439664429477371
1971-03-12,63,sector,Consumer Discretionary,Materials,
1971-03-12,63,sector,Consumer Discretionary,Utilities,0.05119699877021541
1971-03-12,63,sector,Consumer Staples,Energy,0.1207562236538682
1971-03-12,63,sector,Consumer Staples,Financials,
1971-03-12,63,sector,Consumer Staples,Health Care,0.42861227866592777
1971-03-12,63,sector,Consumer Staples,Industrials,0.2000152886908346
1971-03-12,63,sector,Consumer Staples,Information Technology,0.24801628374878792
1971-03-12,63,sector,Consumer Staples,Materials,
1971-03-12,63,sector,Consumer Staples,Utilities,-0.021921493972147602
1971-03-12,63,sector,Energy,Financials,
1971-03-12,63,sector,Energy,Health Care,-0.01394630811985587
1971-03-12,63,sector,Energy,Industrials,0.1238420702603404
1971-03-12,63,sector,Energy,Information Technology,0.12064062970232946
1971-03-12,63,sector,Energy,Materials,
1971-03-12,63,sector,Energy,Utilities,0.12655141687612748
1971-03-12,63,sector,Financials,Health Care,
1971-03-12,63,sector,Financials,Industrials,
1971-03-12,63,sector,Financials,Information Technology,
1971-03-12,63,sector,Financials,Materials,
1971-03-12,63,sector,Financials,Utilities,
1971-03-12,63,sector,Health Care,Industrials,0.0764400831242419
1971-03-12,63,sector,Health Care,Information Technology,0.24641764489646054
1971-03-12,63,sector,Health Care,Materials,
1971-03-12,63,sector,Health Care,Utilities,-0.018192333990755954
1971-03-12,63,sector,Industrials,Information Technology,0.19131525740002334
1971-03-12,63,sector,Industrials,Materials,
1971-03-12,63,sector,Industrials,Utilities,0.31887036818086223
1971-03-12,63,sector,Information Technology,Materials,
1971-03-12,63,sector,Information Technology,Utilities,0.2323986001350196
1971-03-12,63,sector,Materials,Utilities,
1971-04-13,63,sector,Consumer Discretionary,Consumer Staples,0.24759596186452443
1971-04-13,63,sector,Consumer Discretionary,Energy,0.15545383556321582
1971-04-13,63,sector,Consumer Discretionary,Financials,
1971-04-13,63,sector,Consumer Discretionary,Health Care,0.20730556761028424
1971-04-13,63,sector,Consumer Discretionary,Industrials,-0.0012841482206277354
1971-04-13,63,sector,Consumer Discretionary,Information Technology,0.18270744555014984
1971-04-13,63,sector,Consumer Discretionary,Materials,
1971-04-13,63,sector,Consumer Discretionary,Utilities,0.1043476050543071
1971-04-13,63,sector,Consumer Staples,Energy,0.07468837336884315
1971-04-13,63,sector,Consumer Staples,Financials,
1971-04-13,63,sector,Consumer Staples,Health Care,0.3608857645444749
1971-04-13,63,sector,Consumer Staples,Industrials,0.13643443220493134
1971-04-13,63,sector,Consumer Staples,Information Technology,0.27870516826139685
1971-04-13,63,sector,Consumer Staples,Materials,
1971-04-13,63,sector,Consumer Staples,Utilities,0.10862774648720191
1971-04-13,63,sector,Energy,Financials,
1971-04-13,63,sector,Energy,Health Care,-0.0445022548486459
1971-04-13,63,sector,Energy,Industrials,0.19551800869733854
1971-04-13,63,sector,Energy,Information Technology,0.18001622420850952
1971-04-13,63,sector,Energy,Materials,
1971-04-13,63,sector,Energy,Utilities,0.19717370283216812
1971-04-13,63,sector,Financials,Health Care,
1971-04-13,63,sector,Financials,Industrials,
1971-04-13,63,sector,Financials,Information Technology,
1971-04-13,63,sector,Financials,Materials,
1971-04-13,63,sector,Financials,Utilities,
1971-04-13,63,sector,Health Care,Industrials,0.024278893754172713
1971-04-13,63,sector,Health Care,Information Technology,0.25533437517281354
1971-04-13,63,sector,Health Care,Materials,
1971-04-13,63,sector,Health Care,Utilities,-0.01559436788751703
1971-04-13,63,sector,Industrials,Information Technology,0.18990971431586115
1971-04-13,63,sector,Industrials,Materials,
1971-04-13,63,sector,Industrials,Utilities,0.1004888838037033
1971-04-13,63,sector,Information Technology,Materials,
1971-04-13,63,sector,Information Technology,Utilities,0.18062139447742281
1971-04-13,63,sector,Materials,Utilities,
1971-05-12,63,sector,Consumer Discretionary,Consumer Staples,0.41359888430879815
1971-05-12,63,sector,Consumer Discretionary,Energy,-0.003896223834422203
1971-05-12,63,sector,Consumer Discretionary,Financials,
1971-05-12,63,sector,Consumer Discretionary,Health Care,0.31858073422578587
1971-05-12,63,sector,Consumer Discretionary,Industrials,0.13922994577012596
1971-05-12,63,sector,Consumer Discretionary,Information Technology,0.2613409928464569
1971-05-12,63,sector,Consumer Discretionary,Materials,
1971-05-12,63,sector,Consumer Discretionary,Utilities,-0.017675736837309518
1971-05-12,63,sector,Consumer Staples,Energy,0.20047188420781542
1971-05-12,63,sector,Consumer Staples,Financials,
1971-05-12,63,sector,Consumer Staples,Health Care,0.27428796581608267
1971-05-12,63,sector,Consumer Staples,Industrials,0.15716534470127413
1971-05-12,63,sector,Consumer Staples,Information Technology,0.3172054178197716
1971-05-12,63,sector,Consumer Staples,Materials,
1971-05-12,63,sector,Consumer Staples,Utilities,0.06869183937295618
1971-05-12,63,sector,Energy,Financials,
1971-05-12,63,sector,Energy,Health Care,-0.03932062904567082
1971-05-12,63,sector,Energy,Industrials,0.1749192930499119
1971-05-12,63,sector,Energy,Information Technology,0.2877200665335199
1971-05-12,63,sector,Energy,Materials,
1971-05-12,63,sector,Energy,Utilities,0.10894844983061458
1971-05-12,63,sector,Financials,Health Care,
1971-05-12,63,sector,Financials,Industrials,
1971-05-12,63,sector,Financials,Information Technology,
1971-05-12,63,sector,Financials,Materials,
1971-05-12,63,sector,Financials,Utilities,
1971-05-12,63,sector,Health Care,Industrials,0.1513660076737768
1971-05-12,63,sector,Health Care,Information Technology,0.2503633484521015
1971-05-12,63,sector,Health Care,Materials,
1971-05-12,63,sector,Health Care,Utilities,-0.005001781832027627
1971-05-12,63,sector,Industrials,Information Technology,0.31177080248556244
1971-05-12,63,sector,Industrials,Materials,
1971-05-12,63,sector,Industrials,Utilities,0.03043813008614937
1971-05-12,63,sector,Information Technology,Materials,
1971-05-12,63,sector,Information Technology,Utilities,0.2333560449211173
1971-05-12,63,sector,Materials,Utilities,
1971-06-11,63,sector,Consumer Discretionary,Consumer Staples,0.2478280625260326
1971-06-11,63,sector,Consumer Discretionary,Energy,0.015919928183731398
1971-06-11,63,sector,Consumer Discretionary,Financials,
1971-06-11,63,sector,Consumer Discretionary,Health Care,0.2896287828521619
1971-06-11,63,sector,Consumer Discretionary,Industrials,0.25460381795797354
1971-06-11,63,sector,Consumer Discretionary,Information Technology,0.18103721066405207
1971-06-11,63,sector,Consumer Discretionary,Materials,
1971-06-11,63,sector,Consumer Discretionary,Utilities,0.05944347609552615
1971-06-11,63,sector,Consumer Staples,Energy,0.36259666116904893
1971-06-11,63,sector,Consumer Staples,Financials,
1971-06-11,63,sector,Consumer Staples,Health Care,0.25946769689008886
1971-06-11,63,sector,Consumer Staples,Industrials,0.22001157324246073
1971-06-11,63,sector,Consumer Staples,Information Technology,0.44296714219698285
1971-06-11,63,sector,Consumer Staples,Materials,
1971-06-11,63,sector,Consumer Staples,Utilities,0.11504278461423541
1971-06-11,63,sector,Energy,Financials,
1971-06-11,63,sector,Energy,Health Care,0.09916213569041739
1971-06-11,63,sector,Energy,Industrials,0.236587157120558
1971-06-11,63,sector,Energy,Information Technology,0.35970810448507134
1971-06-11,63,sector,Energy,Materials,
1971-06-11,63,sector,Energy,Utilities,0.08851672925035849
1971-06-11,63,sector,Financials,Health Care,
1971-06-11,63,sector,Financials,Industrials,
1971-06-11,63,sector,Financials,Information Technology,
1971-06-11,63,sector,Financials,Materials,
1971-06-11,63,sector,Financials,Utilities,
1971-06-11,63,sector,Health Care,Industrials,0.3297741744990823
1971-06-11,63,sector,Health Care,Information Technology,0.29459995417199397
1971-06-11,63,sector,Health Care,Materials,
1971-06-11,63,sector,Health Care,Utilities,0.11475659393266165
1971-06-11,63,sector,Industrials,Information Technology,0.18567511005374854
1971-06-11,63,sector,Industrials,Materials,
1971-06-11,63,sector,Industrials,Utilities,-0.028075974976843304
1971-06-11,63,sector,Information Technology,Materials,
1971-06-11,63,sector,Information Technology,Utilities,0.18744930912279015
1971-06-11,63,sector,Materials,Utilities,
1971-07-13,63,sector,Consumer Discretionary,Consumer Staples,0.3226230180941864
1971-07-13,63,sector,Consumer Discretionary,Energy,0.21365771220160826
1971-07-13,63,sector,Consumer Discretionary,Financials,
1971-07-13,63,sector,Consumer Discretionary,Health Care,0.34509179820986247
1971-07-13,63,sector,Consumer Discretionary,Industrials,0.30594211032316326
1971-07-13,63,sector,Consumer Discretionary,Information Technology,0.3388987235785451
1971-07-13,63,sector,Consumer Discretionary,Materials,
1971-07-13,63,sector,Consumer Discretionary,Utilities,0.0725368743363742
1971-07-13,63,sector,Consumer Staples,Energy,0.3532010279710363
1971-07-13,63,sector,Consumer Staples,Financials,
1971-07-13,63,sector,Consumer Staples,Health Care,0.3951256581739495
1971-07-13,63,sector,Consumer Staples,Industrials,0.2589956070026769
1971-07-13,63,sector,Consumer Staples,Information Technology,0.482372390869251
1971-07-13,63,sector,Consumer Staples,Materials,
1971-07-13,63,sector,Consumer Staples,Utilities,0.1428012780085575
1971-07-13,63,sector,Energy,Financials,
1971-07-13,63,sector,Energy,Health Care,0.18480825314914254
1971-07-13,63,sector,Energy,Industrials,0.31585118451982264
1971-07-13,63,sector,Energy,Information Technology,0.3331231462087782
1971-07-13,63,sector,Energy,Materials,
1971-07-13,63,sector,Energy,Utilities,0.07859416603716018
1971-07-13,63,sector,Financials,Health Care,
1971-07-13,63,sector,Financials,Industrials,
1971-07-13,63,sector,Financials,Information Technology,
1971-07-13,63,sector,Financials,Materials,
1971-07-13,63,sector,Financials,Utilities,
1971-07-13,63,sector,Health Care,Industrials,0.4698190553310746
1971-07-13,63,sector,Health Care,Information Technology,0.3330915463978146
1971-07-13,63,sector,Health Care,Materials,
1971-07-13,63,sector,Health Care,Utilities,0.060920510795913936
1971-07-13,63,sector,Industrials,Information Technology,0.23510530379681668
1971-07-13,63,sector,Industrials,Materials,
1971-07-13,63,sector,Industrials,Utilities,-0.02195112041616775
1971-07-13,63,sector,Information Technology,Materials,
1971-07-13,63,sector,Information Technology,Utilities,0.21369743521554038
1971-07-13,63,sector,Materials,Utilities,
1971-08-11,63,sector,Consumer Discretionary,Consumer Staples,0.2797157432129458
1971-08-11,63,sector,Consumer Discretionary,Energy,0.18684853905874638
1971-08-11,63,sector,Consumer Discretionary,Financials,
1971-08-11,63,sector,Consumer Discretionary,Health Care,0.2660825362986022
1971-08-11,63,sector,Consumer Discretionary,Industrials,0.24798150662454052
1971-08-11,63,sector,Consumer Discretionary,Information Technology,0.3773738538763252
1971-08-11,63,sector,Consumer Discretionary,Materials,
1971-08-11,63,sector,Consumer Discretionary,Utilities,0.14089309199186364
1971-08-11,63,sector,Consumer Staples,Energy,0.29128392549918997
1971-08-11,63,sector,Consumer Staples,Financials,
1971-08-11,63,sector,Consumer Staples,Health Care,0.47597737558769854
1971-08-11,63,sector,Consumer Staples,Industrials,0.18020590092263997
1971-08-11,63,sector,Consumer Staples,Information Technology,0.48097877897402347
1971-08-11,63,sector,Consumer Staples,Materials,
1971-08-11,63,sector,Consumer Staples,Utilities,0.27593412945726586
1971-08-11,63,sector,Energy,Financials,
1971-08-11,63,sector,Energy,Health Care,0.31347665620780024
1971-08-11,63,sector,Energy,Industrials,0.5082192876194661
1971-08-11,63,sector,Energy,Information Technology,0.3481066647436539
1971-08-11,63,sector,Energy,Materials,
1971-08-11,63,sector,Energy,Utilities,0.2691799052791669
1971-08-11,63,sector,Financials,Health Care,
1971-08-11,63,sector,Financials,Industrials,
1971-08-11,63,sector,Financials,Information Technology,
1971-08-11,63,sector,Financials,Materials,
1971-08-11,63,sector,Financials,Utilities,
1971-08-11,63,sector,Health Care,Industrials,0.4037820128703598
1971-08-11,63,sector,Health Care,Information Technology,0.44845234045771304
1971-08-11,63,sector,Health Care,Materials,
1971-08-11,63,sector,Health Care,Utilities,0.2032952732139689
