ticker,ret_21d,ret_63d,ret_126d,ret_252d,mom_12_1,resid_mom_63,beta_est,trail_ann_ret,trail_ann_vol,trail_sharpe,trail_n,ret_21d_z,ret_63d_z,ret_126d_z,mom_12_1_z,resid_mom_63_z,momentum_score,momentum_quintile
USMV,0.009804901994288517,0.036879988395817076,0.028487324321617047,0.05396956165048716,0.04616864068519577,0.030247627693618905,0.7007860405587488,0.11485372713555286,0.6741793059452628,0.11102940490082366,252,0.07342812440224775,-0.08948694276495628,-0.29860341266913804,-0.4070942797255178,0.2228465219459067,-0.09978199776229153,3
VYM,0.023508601438110066,0.04328781875106946,0.06001710734132648,0.18539120929388986,0.15918006690665054,-0.035547760438973265,0.8409531425109582,0.1751157721261336,0.10010670176011398,1.3497175488801136,252,0.1846991808366426,-0.046637910577850245,-0.19072688696010878,-0.27363509358234606,-0.2216890369209424,-0.10959794944092098,3
FANG,0.16172363615260954,-0.06514108292343801,0.1821409419419302,0.4424867957877414,0.22903270850926605,-0.1721393991479009,1.3014576279150176,0.4143203080652107,0.3094918016132493,1.2094676050029045,252,1.3069751757857908,-0.7716997864833541,0.22710963842105042,-0.1911436410811839,-1.1445476471269962,-0.11466125209693859,3
IYR,0.028818996308608957,0.03975205180271191,0.09661682751788625,0.11808269792046322,0.09036589581441445,-0.04933778267770868,0.9744674986631873,0.12118351851765208,0.13839676640956042,0.5865998218296806,252,0.22781843120743306,-0.07028151276093444,-0.06550399366896706,-0.35490017956657444,-0.31485902066401134,-0.11554525509061084,3
C,-0.055733941957149535,0.05325169320274559,0.12679900349439643,0.3820765644104116,0.4788166821363755,-0.07354164705604405,1.439057416312081,0.3664599517399514,0.5711160378392166,0.5716175524943987,252,-0.45873302185329096,0.019990316671985826,0.03776180681716808,0.10383507873920898,-0.4783883907845739,-0.1551068420819004,3
ENPH,-0.20196411301569983,0.14874001279693738,0.002682464916653693,0.11382596956221813,0.2586206358393359,0.10333906862886083,1.6129622405631496,0.6106241849918653,1.1408427968738253,0.5001777515320326,252,-1.6460901791647933,0.6585187815259897,-0.3868925892003334,-0.156202212296837,0.7166766438847432,-0.16279791105024616,3
O,0.04221935657126963,0.015445225066234247,0.03154020572492877,0.11741242587026335,0.10278115090122797,-0.06733725905872762,0.9323285782331673,0.37775427299832365,1.190297829559308,0.28375610255743533,252,0.33662643952229754,-0.2328207723004792,-0.2881582332974593,-0.3402385661789235,-0.43646947877427145,-0.19221212220576717,2
CW,-0.05423885675070916,-0.0030049722568632475,0.14678441032408607,0.42860556536239947,0.5302843603788114,-0.07075588180880862,0.8612439240279901,0.4122755392650629,0.3332869406624398,1.116982077140885,252,-0.44659325543021305,-0.35619686922037397,0.10614021120773184,0.1646150784310464,-0.4595668328274105,-0.19832033356784387,2
TDG,-0.04527262645290553,0.08714301397695134,-0.011764802396642793,-0.11397882083898747,-0.0542288700331055,0.0019424334500480025,0.9929155951529297,-0.08146070245531123,0.27985829024266257,-0.43400787716523875,252,-0.37378941719947134,0.2466208942944297,-0.43632271064372574,-0.5256572473763155,0.031607201090413366,-0.2115082559669339,2
CAG,0.05104891835660985,0.08519850678706242,-0.24090907514587845,-0.22923078292455423,-0.2653688618698543,0.03966025406151804,0.5781111063950688,-0.21876718060947076,0.2885286565157041,-0.8968508838406716,252,0.4083205591821188,0.23361801398263846,-1.2203207487798453,-0.7749999237318045,0.2864413610617837,-0.21338814765702177,2
DD,0.0026720236435744393,0.019158780681250098,-0.03240650203679141,0.5377338505521356,0.5064419563463902,-0.07950165250061045,1.17125044734514,0.4746720404633672,0.2988720264006956,1.454375124022499,252,0.015510704894056497,-0.20798830089368037,-0.5069465662064676,0.13645874110964795,-0.5186561728639287,-0.21632431879207442,2
MOS,0.06901414428904884,-0.008706959580732088,-0.2099236398724551,-0.26995831779803303,-0.34399255630675707,0.09702555268518176,1.184327031428747,0.177258354061403,1.0066759491619965,0.13634810107032275,252,0.5541942830462501,-0.3943259433102737,-1.1143066635325907,-0.8678494224237023,0.6740204271179652,-0.22965346382047028,2
